40,12,34,$GPRMC,225446,A,4916.45,N,12311.12,W,3.4657359027997265,000.5,054.7,191194,020.3,E*68
40,12,31,$GPRMC,225446,A,4916.45,N,12311.12,W,5.493061443340549,000.5,054.7,191194,020.3,E*68
40,12,36,$GPRMC,225446,A,4916.45,N,12311.12,W,6.931471805599453,000.5,054.7,191194,020.3,E*68
40,12,33,$GPRMC,225446,A,4916.45,N,12311.12,W,8.047189562170502,000.5,054.7,191194,020.3,E*68
40,12,40,$GPRMC,225446,A,4916.45,N,12311.12,W,8.958797346140274,000.5,054.7,191194,020.3,E*68
40,12,39,$GPRMC,225446,A,4916.45,N,12311.12,W,9.729550745276565,000.5,054.7,191194,020.3,E*68
40,12,31,$GPRMC,225446,A,4916.45,N,12311.12,W,10.39720770839918,000.5,054.7,191194,020.3,E*68
40,12,33,$GPRMC,225446,A,4916.45,N,12311.12,W,10.986122886681098,000.5,054.7,191194,020.3,E*68
40,12,32,$GPRMC,225446,A,4916.45,N,12311.12,W,11.51292546497023,000.5,054.7,191194,020.3,E*68
40,12,34,$GPRMC,225446,A,4916.45,N,12311.12,W,11.989476363991853,000.5,054.7,191194,020.3,E*68
40,12,32,$GPRMC,225446,A,4916.45,N,12311.12,W,12.424533248940001,000.5,054.7,191194,020.3,E*68
40,12,30,$GPRMC,225446,A,4916.45,N,12311.12,W,12.824746787307683,000.5,054.7,191194,020.3,E*68
40,12,30,$GPRMC,225446,A,4916.45,N,12311.12,W,13.195286648076292,000.5,054.7,191194,020.3,E*68
40,12,38,$GPRMC,225446,A,4916.45,N,12311.12,W,13.54025100551105,000.5,054.7,191194,020.3,E*68
40,12,30,$GPRMC,225446,A,4916.45,N,12311.12,W,13.862943611198906,000.5,054.7,191194,020.3,E*68
40,12,38,$GPRMC,225446,A,4916.45,N,12311.12,W,14.16606672028108,000.5,054.7,191194,020.3,E*68
40,12,33,$GPRMC,225446,A,4916.45,N,12311.12,W,14.451858789480823,000.5,054.7,191194,020.3,E*68
40,12,32,$GPRMC,225446,A,4916.45,N,12311.12,W,14.722194895832201,000.5,054.7,191194,020.3,E*68
40,12,35,$GPRMC,225446,A,4916.45,N,12311.12,W,14.978661367769954,000.5,054.7,191194,020.3,E*68
40,12,36,$GPRMC,225446,A,4916.45,N,12311.12,W,15.222612188617115,000.5,054.7,191194,020.3,E*68
40,12,35,$GPRMC,225446,A,4916.45,N,12311.12,W,15.45521226679158,000.5,054.7,191194,020.3,E*68
40,12,30,$GPRMC,225446,A,4916.45,N,12311.12,W,15.677471079645748,000.5,054.7,191194,020.3,E*68
40,12,35,$GPRMC,225446,A,4916.45,N,12311.12,W,15.890269151739728,000.5,054.7,191194,020.3,E*68
40,12,32,$GPRMC,225446,A,4916.45,N,12311.12,W,16.094379124341003,000.5,054.7,191194,020.3,E*68
40,12,34,$GPRMC,225446,A,4916.45,N,12311.12,W,16.29048269010741,000.5,054.7,191194,020.3,E*68
40,12,38,$GPRMC,225446,A,4916.45,N,12311.12,W,16.479184330021646,000.5,054.7,191194,020.3,E*68
40,12,39,$GPRMC,225446,A,4916.45,N,12311.12,W,16.66102255087602,000.5,054.7,191194,020.3,E*68
40,12,33,$GPRMC,225446,A,4916.45,N,12311.12,W,16.83647914993237,000.5,054.7,191194,020.3,E*68
40,12,36,$GPRMC,225446,A,4916.45,N,12311.12,W,17.005986908310778,000.5,054.7,191194,020.3,E*68
40,12,38,$GPRMC,225446,A,4916.45,N,12311.12,W,17.16993602242573,000.5,054.7,191194,020.3,E*68
40,12,32,$GPRMC,225446,A,4916.45,N,12311.12,W,17.328679513998633,000.5,054.7,191194,020.3,E*68
40,12,36,$GPRMC,225446,A,4916.45,N,12311.12,W,17.482537807332402,000.5,054.7,191194,020.3,E*68
40,12,30,$GPRMC,225446,A,4916.45,N,12311.12,W,17.63180262308081,000.5,054.7,191194,020.3,E*68
